PH,AMMONIA,TEMP,DO,do,TURBIDITY
6.8482,0.02112,28.2108,8.1512,Good,30.7346
8.9474,0.02503,20.4131,18.5156,Excellent,21.9312
5.67,0.03919,25.3866,11.3045,Excellent,25.0749
7.9395,0.01962,24.6378,15.2801,Excellent,35.6887
6.6953,0.04428,24.4381,18.1352,Excellent,17.2068
7.1723,0.02757,21.6104,11.509,Excellent,30.9517
7.0282,0.01913,24.3349,8.3921,Good,33.3272
8.0367,0.02534,19.3023,18.7368,Excellent,31.242
6.6889,0.042,18.6057,16.8749,Excellent,28.6083
5.8347,0.02871,20.076,7.3957,Good,17.6432
6.7267,0.03073,25.1497,17.9064,Excellent,17.0068
8.7251,0.02988,26.9724,18.3432,Excellent,36.1534
6.893,0.01664,25.7843,9.2638,Excellent,25.5423
8.036,0.02454,26.1141,15.9942,Excellent,18.5698
5.9195,0.03102,22.7272,18.3727,Excellent,16.1959
8.696,0.04012,28.8572,11.732,Excellent,17.8366
8.1115,0.02879,23.0822,10.395,Excellent,24.915
8.094,0.02586,25.3559,12.9607,Excellent,39.8042
8.9853,0.03511,27.6358,15.0714,Excellent,36.1188
5.8852,0.01798,20.7966,11.0078,Excellent,22.9212
7.3697,0.01966,30.0082,18.3809,Excellent,30.6171
8.1406,0.01576,23.4075,6.5301,Good,36.5778
8.1905,0.02647,26.5088,5.49,Fair,39.4444
6.4082,0.03115,18.2283,8.4655,Good,39.6276
7.7948,0.01619,20.1404,12.1637,Excellent,28.4367
6.5601,0.02876,18.5429,13.6283,Excellent,18.0713
5.5443,0.01881,28.413,19.6245,Excellent,32.5042
7.9413,0.01523,26.1493,12.9625,Excellent,35.7089
5.6216,0.04312,24.8629,15.1559,Excellent,20.0791
6.1301,0.02974,30.3184,11.496,Excellent,29.0543
6.5658,0.02374,19.0305,17.7571,Excellent,25.1191
6.9488,0.01568,23.442,14.026,Excellent,25.5488
7.0262,0.01959,22.1335,11.7516,Excellent,26.1788
7.4782,0.04368,22.4296,12.8632,Excellent,32.6233
7.429,0.03866,20.6573,10.9946,Excellent,18.6246
7.5039,0.03358,25.0105,5.3062,Fair,28.1059
7.1742,0.0184,21.646,8.5625,Excellent,18.5627
7.3086,0.03589,29.1793,17.6686,Excellent,36.7817
8.8968,0.02475,25.4709,12.6245,Excellent,35.6432
7.4723,0.02388,26.5712,9.3402,Excellent,38.8691
5.8252,0.04168,18.746,9.3566,Excellent,16.2048
8.0047,0.04306,18.0324,5.8933,Good,16.2543
8.8049,0.03721,21.3748,10.3678,Excellent,33.187
6.4246,0.02226,29.8823,18.1259,Excellent,21.0365
8.5322,0.02895,28.5808,18.9439,Excellent,30.5152
6.5719,0.0219,21.6174,6.303,Good,39.5504
8.8649,0.02771,24.1143,13.1805,Excellent,23.0841
8.838,0.02773,29.2102,17.7001,Excellent,33.5145
7.0623,0.03249,19.7431,9.1082,Excellent,32.6296
6.3489,0.03231,28.105,15.4298,Excellent,15.411
7.4358,0.0186,30.6922,9.1561,Excellent,38.0904
6.9586,0.03163,28.8762,7.723,Good,19.8978
5.7166,0.03718,27.3249,16.1194,Excellent,20.5959
5.6921,0.0219,25.0545,18.9992,Excellent,33.308
6.2798,0.0377,28.6118,11.6713,Excellent,38.5923
6.8478,0.02045,30.0803,14.1496,Excellent,33.0833
7.4873,0.02321,27.6819,19.7243,Excellent,39.7861
7.1136,0.03928,26.7533,9.7439,Excellent,33.6407
8.7665,0.03207,20.0407,11.5109,Excellent,24.4014
8.9199,0.02863,22.0225,9.3387,Excellent,25.1807
6.7537,0.01516,24.8175,12.6556,Excellent,39.5775
6.3371,0.02991,26.6913,18.6268,Excellent,33.5698
6.9638,0.02401,22.4407,6.2655,Good,16.9133
8.4727,0.03197,21.6943,15.0987,Excellent,19.2118
7.5272,0.02819,21.3343,16.7278,Excellent,31.765
8.4874,0.01881,23.108,5.1599,Fair,18.1541
8.1055,0.01594,30.3468,15.5949,Excellent,25.8383
8.0214,0.03554,18.7142,14.0086,Excellent,38.4801
8.1222,0.03595,29.1389,9.1289,Excellent,36.1484
8.1435,0.02874,18.5004,12.2127,Excellent,36.1749
7.5178,0.02064,23.0576,8.3133,Good,21.1292
6.9418,0.01929,26.742,19.1156,Excellent,31.7888
7.8148,0.04196,24.1796,11.2943,Excellent,27.324
8.2638,0.02483,24.6838,7.8348,Good,31.6048
7.9495,0.03275,18.6543,14.3073,Excellent,28.8251
6.0495,0.03966,30.0662,6.8315,Good,28.4958
5.7695,0.02068,27.433,14.3656,Excellent,30.7004
7.6061,0.02739,22.1791,15.1998,Excellent,32.0744
8.7286,0.02704,30.5278,14.1273,Excellent,32.8144
6.4327,0.02317,30.6081,15.2229,Excellent,18.8903
7.1777,0.03191,26.0374,13.1072,Excellent,35.6458
6.2287,0.04438,27.7537,15.6339,Excellent,15.7485
7.9223,0.02092,21.6837,13.9579,Excellent,34.8006
7.0866,0.03289,22.914,10.355,Excellent,18.9116
8.0787,0.02827,29.3946,12.6497,Excellent,20.7437
7.5616,0.02117,23.6739,17.8021,Excellent,35.8244
7.6509,0.04055,26.3855,11.652,Excellent,35.6464
7.606,0.0384,28.4285,6.1211,Good,29.7797
7.4361,0.02113,28.0764,6.0626,Good,29.1666
7.5682,0.03167,22.7706,5.4556,Fair,15.3881
5.7226,0.01695,20.024,13.4489,Excellent,27.3001
7.7275,0.03473,25.186,13.2843,Excellent,17.5773
8.3682,0.04427,25.5097,18.082,Excellent,39.663
8.2758,0.0401,26.2568,13.8964,Excellent,25.6539
6.0664,0.03905,24.5005,10.8878,Excellent,24.0129
7.9607,0.0442,24.2712,10.6739,Excellent,28.2751
6.2796,0.02164,24.392,16.8798,Excellent,38.9703
6.5423,0.02584,24.9691,7.7484,Good,21.8444
6.681,0.03566,20.2132,14.9512,Excellent,39.3811
8.7197,0.01734,19.9229,10.1508,Excellent,34.1389
6.3658,0.04098,26.2099,10.2232,Excellent,30.1429
8.5769,0.03672,27.6261,8.9627,Excellent,19.3786
6.9056,0.01525,20.4014,6.2733,Good,24.6322
7.9278,0.03353,30.0302,12.3105,Excellent,27.5078
6.2162,0.04424,20.9197,16.6914,Excellent,22.0393
8.5265,0.03744,20.4863,12.3978,Excellent,33.658
7.7611,0.03537,29.7944,6.1877,Good,29.7363
6.2128,0.0289,25.6605,10.9469,Excellent,20.7224
6.7358,0.03126,19.7058,8.2851,Good,20.5048
8.0898,0.03631,29.2114,14.3469,Excellent,36.6338
6.8012,0.04242,22.7824,14.7143,Excellent,23.8351
7.0547,0.03638,30.8885,15.8728,Excellent,34.6946
5.7612,0.04366,27.7134,15.0277,Excellent,29.7908
5.6724,0.02365,29.1453,9.4265,Excellent,37.6938
8.5464,0.02407,28.4106,10.5783,Excellent,34.5208
6.6251,0.02776,23.915,14.2314,Excellent,26.2471
6.7033,0.02344,28.6683,6.3257,Good,20.463
7.4864,0.02063,25.4409,16.7326,Excellent,17.963
5.8094,0.04152,20.9667,17.8593,Excellent,31.2271
8.7617,0.04399,27.5693,10.0692,Excellent,22.9236
5.7741,0.02864,25.4451,17.5802,Excellent,35.3338
8.248,0.02684,24.3703,12.105,Excellent,38.6156
6.3864,0.03964,19.4258,13.1476,Excellent,30.7255
8.9659,0.02767,28.6135,19.611,Excellent,22.9838
8.6562,0.03284,25.4397,16.1023,Excellent,34.6917
6.5036,0.03044,24.8882,10.1518,Excellent,38.159
6.456,0.03426,27.2845,13.543,Excellent,25.8073
7.8128,0.03269,23.3666,13.9674,Excellent,21.0476
6.4571,0.0392,19.3061,17.9697,Excellent,34.5964
6.5269,0.02485,19.2356,13.6852,Excellent,19.4133
7.4845,0.0339,27.627,11.3083,Excellent,38.1487
7.7848,0.04174,25.5428,14.2767,Excellent,35.2063
6.8678,0.01935,27.0143,6.7602,Good,39.5456
6.8612,0.02792,25.1491,5.0183,Fair,16.6962
6.9425,0.03081,30.179,12.6694,Excellent,29.6285
8.4922,0.02051,29.7013,18.8705,Excellent,15.8004
8.3755,0.03854,30.9271,9.1937,Excellent,18.8789
8.6737,0.03427,27.2058,11.7875,Excellent,37.2316
8.5378,0.03855,26.6338,19.5371,Excellent,17.6774
8.9824,0.02367,22.7636,5.9654,Good,35.9984
7.6304,0.03598,25.3401,13.8184,Excellent,25.1542
5.8641,0.02013,23.8043,7.6621,Good,33.4131
8.3877,0.03412,19.8461,18.8164,Excellent,30.2384
5.5743,0.02099,20.2977,15.7298,Excellent,32.2709
6.6077,0.03899,22.224,6.0716,Good,32.6073
8.4967,0.02488,29.1496,16.2652,Excellent,39.7939
5.6106,0.04237,24.8406,18.7165,Excellent,27.6117
8.4618,0.01558,29.0379,5.7628,Good,27.3702
8.7005,0.0386,24.7398,9.2891,Excellent,19.0232
6.7554,0.04343,21.2018,14.9776,Excellent,35.7017
7.8436,0.02152,21.7392,7.9899,Good,16.4015
7.8424,0.02293,25.7804,11.045,Excellent,21.8266
8.4744,0.0398,18.4856,11.4161,Excellent,36.6504
6.6417,0.03606,25.1143,11.5589,Excellent,23.4624
8.0033,0.02663,18.0013,18.5244,Excellent,32.9613
8.8824,0.02019,23.3472,12.1205,Excellent,18.237
6.786,0.04193,24.4128,10.3093,Excellent,21.3547
8.4208,0.02954,23.2823,10.7288,Excellent,15.5849
6.7026,0.02256,25.0898,14.6423,Excellent,38.4657
6.4482,0.02322,24.0204,10.5121,Excellent,16.7813
6.1635,0.0323,18.8682,8.8979,Excellent,22.4166
7.683,0.03155,28.5135,5.7955,Good,31.2788
6.5154,0.02405,28.4469,7.2431,Good,27.2326
7.1417,0.03556,30.6299,15.4267,Excellent,15.8734
8.4286,0.03712,18.937,8.1932,Good,18.6005
6.0066,0.02106,23.0975,15.403,Excellent,18.4341
6.0998,0.03109,28.0747,19.1408,Excellent,16.235
7.9206,0.01506,29.8515,15.8371,Excellent,17.2553
6.9206,0.01994,24.868,5.172,Fair,32.7566
6.3612,0.02868,28.5764,9.7465,Excellent,25.8311
5.562,0.04451,19.1701,15.15,Excellent,34.5844
5.827,0.0222,22.1065,9.0591,Excellent,18.1057
6.5965,0.04011,28.6863,13.796,Excellent,32.2136
7.9263,0.04244,22.6187,6.3208,Good,34.1224
7.5699,0.01848,18.7744,18.5308,Excellent,19.9868
6.258,0.02052,26.2841,16.7319,Excellent,22.6897
7.4431,0.0177,22.4577,18.0293,Excellent,33.2964
7.0574,0.02408,23.8045,5.6045,Good,39.8637
6.119,0.03021,24.0721,13.7827,Excellent,18.195
6.1256,0.04216,28.4773,10.7907,Excellent,32.0325
7.5979,0.03519,28.9933,7.383,Good,25.1219
7.9809,0.01659,23.8786,17.2107,Excellent,38.3442
7.8901,0.01984,25.1007,9.9079,Excellent,29.1806
5.8749,0.03089,30.3464,10.8015,Excellent,18.9666
7.8012,0.03137,25.3487,7.4631,Good,25.5389
6.8929,0.01924,28.4728,11.1042,Excellent,23.2063
7.7415,0.0192,24.0334,13.6248,Excellent,19.6405
8.3906,0.02125,30.7881,14.9977,Excellent,36.9123
7.6823,0.01689,23.0453,19.1901,Excellent,23.6594
5.5062,0.01507,29.0086,11.6754,Excellent,31.8767
6.0403,0.02182,19.4358,17.1123,Excellent,29.5831
8.3914,0.02507,21.5589,14.4058,Excellent,37.8961
6.3374,0.03375,24.8646,11.8656,Excellent,31.5218
7.4827,0.04164,21.4115,18.7529,Excellent,15.8722
6.8369,0.02681,27.7947,19.4877,Excellent,24.3205
8.7215,0.04303,21.7704,18.2582,Excellent,39.6706
6.6188,0.01954,26.404,5.2036,Fair,28.4368
5.8571,0.01983,26.0008,5.5258,Good,21.9683
7.1806,0.02222,26.8579,7.2642,Good,15.4139
8.1923,0.04254,19.9733,17.6606,Excellent,20.4898
6.6421,0.04306,29.7085,16.1953,Excellent,32.5511
8.688,0.04074,28.2644,19.0434,Excellent,18.0303
7.2845,0.02823,29.3625,15.7509,Excellent,27.7817
8.0802,0.04374,18.6308,16.0428,Excellent,29.0362
6.1513,0.02674,18.1115,15.1769,Excellent,28.4933
5.933,0.04081,20.6142,18.3861,Excellent,34.9226
6.502,0.03331,25.5218,11.0976,Excellent,38.3464
7.8101,0.04391,21.1222,7.4674,Good,21.7904
6.8077,0.02005,29.288,16.3709,Excellent,29.8263
8.3087,0.0423,30.2957,6.2841,Good,34.1526
6.2375,0.03956,22.6345,15.8762,Excellent,35.4586
7.5544,0.0323,28.172,13.4343,Excellent,17.4696
5.8761,0.03381,19.6566,10.3954,Excellent,28.6243
6.1538,0.02999,26.3888,16.9805,Excellent,26.3889
6.9314,0.02645,19.2337,10.5905,Excellent,33.6687
5.7618,0.02246,28.7556,5.9035,Good,32.8894
5.9145,0.01784,23.2864,5.725,Good,31.1581
6.4214,0.04102,25.1879,18.6973,Excellent,35.849
7.3138,0.02487,20.1899,15.0497,Excellent,24.793
7.6628,0.03402,20.6835,7.5208,Good,36.1472
5.8228,0.01906,26.258,13.7325,Excellent,16.3717
7.7386,0.02947,24.8828,18.0063,Excellent,21.2014
7.4198,0.03403,18.6119,9.3002,Excellent,39.9349
7.5796,0.03351,20.1514,6.4752,Good,37.0847
6.833,0.0226,29.538,14.3225,Excellent,32.1138
7.3354,0.02636,28.3015,8.8324,Excellent,27.3243
8.6954,0.03503,19.754,15.6946,Excellent,17.1512
5.5705,0.03885,29.4028,5.0202,Fair,24.6161
8.9209,0.0152,29.536,17.1929,Excellent,20.3258
7.4645,0.04116,22.2749,8.0274,Good,21.079
8.9927,0.0232,25.0235,11.0679,Excellent,30.1394
8.0564,0.0285,21.1845,12.5044,Excellent,17.0974
6.716,0.01669,24.6521,16.9609,Excellent,29.8153
7.2359,0.02119,29.8449,10.9277,Excellent,20.455
7.1586,0.04008,21.3892,12.3,Excellent,19.8998
7.3872,0.02013,28.1399,13.4899,Excellent,29.3343
7.4835,0.03438,21.6419,7.2604,Good,28.6852
8.1688,0.04128,27.0188,7.2484,Good,32.6818
6.2736,0.02479,25.0603,12.794,Excellent,15.3566
6.1862,0.02831,30.3076,14.4183,Excellent,16.6545
8.1295,0.03861,20.935,19.3445,Excellent,39.4505
8.5271,0.04261,28.2533,13.9187,Excellent,22.6415
8.0134,0.04083,20.5954,9.055,Excellent,39.7104
7.4889,0.02897,29.213,13.2885,Excellent,27.4506
7.6876,0.02471,30.6111,7.7904,Good,30.1883
7.952,0.03953,21.784,15.9543,Excellent,24.8034
8.6587,0.04157,23.8648,11.1159,Excellent,32.1552
8.4764,0.01676,30.2583,8.3698,Good,15.4298
5.6127,0.0333,19.1102,11.6513,Excellent,16.1666
7.1553,0.02671,23.1735,10.8285,Excellent,27.1808
8.9904,0.02944,28.1128,19.6737,Excellent,29.2637
6.9697,0.02289,24.4575,18.1799,Excellent,19.2675
7.2706,0.04231,29.1365,17.9279,Excellent,38.6217
8.6476,0.02073,30.0645,14.445,Excellent,27.4099
6.2296,0.01571,19.9247,11.0605,Excellent,21.377
7.0031,0.01952,29.6761,10.5506,Excellent,15.8715
5.9587,0.03076,20.0234,5.9504,Good,30.1476
7.5381,0.03796,29.9654,13.5138,Excellent,17.4554
6.8542,0.0207,26.2932,6.7631,Good,15.976
6.5412,0.01873,20.8797,17.6404,Excellent,30.5359
7.6401,0.03802,30.0298,9.0576,Excellent,38.4411
7.5231,0.03701,27.5334,10.0698,Excellent,26.402
6.3946,0.0394,20.0404,11.9925,Excellent,17.5779
8.6149,0.02866,28.6221,9.1498,Excellent,18.6642
7.4412,0.03493,26.0058,12.841,Excellent,25.3334
8.497,0.02606,26.6414,10.8002,Excellent,18.1513
7.7142,0.02203,22.2119,14.597,Excellent,35.4984
6.9918,0.02107,29.6092,15.573,Excellent,33.618
6.3972,0.02351,28.1523,9.1867,Excellent,39.7535
8.0141,0.02773,19.5521,6.537,Good,37.054
8.9476,0.03031,21.3243,12.9904,Excellent,33.3168
6.6837,0.02003,23.5114,13.043,Excellent,15.5756
8.5402,0.02262,25.5803,18.3051,Excellent,25.1505
8.9032,0.03358,28.9875,8.4603,Good,27.9965
7.3378,0.01672,21.7194,11.3707,Excellent,26.2993
6.0199,0.03047,25.3354,14.7526,Excellent,22.9121
7.2627,0.03558,23.2911,11.9296,Excellent,30.7481
6.5257,0.01961,23.0094,14.8304,Excellent,18.5819
7.1595,0.04175,23.1512,19.7822,Excellent,32.2438
7.496,0.03158,22.922,16.6849,Excellent,22.4992
8.8754,0.02846,22.0024,11.5046,Excellent,24.8875
6.3689,0.03915,20.1768,9.5202,Excellent,27.6104
7.7701,0.03061,21.6675,8.6101,Excellent,23.072
6.8595,0.03555,20.4797,19.9359,Excellent,25.2188
6.2643,0.02717,23.7865,11.6203,Excellent,29.7216
8.2141,0.02512,29.7359,15.9761,Excellent,26.3135
7.9331,0.03697,24.8136,12.4541,Excellent,35.4625
8.0813,0.01717,26.394,14.2626,Excellent,31.4047
7.3332,0.01686,20.5134,5.4335,Fair,26.5877
6.5008,0.02706,28.2157,14.8896,Excellent,25.9854
6.597,0.0447,22.0968,15.8771,Excellent,24.6904
6.4994,0.04005,28.5399,13.2644,Excellent,30.7496
6.4301,0.02366,25.8926,10.6059,Excellent,30.5817
7.58,0.03317,20.067,11.3958,Excellent,27.7344
8.0508,0.04338,23.369,15.5497,Excellent,37.0523
7.6087,0.04206,21.7725,16.5348,Excellent,15.7699
8.6653,0.01764,21.3382,19.7825,Excellent,22.5233
6.7823,0.03518,27.9529,8.5141,Excellent,23.3431
7.7082,0.02034,26.8272,13.8468,Excellent,26.4201
7.4743,0.03833,28.6483,11.8276,Excellent,23.621
6.3343,0.02413,24.8379,8.6888,Excellent,38.3677
6.5152,0.03259,19.7425,11.6256,Excellent,18.8181
8.0529,0.03049,26.7411,11.0884,Excellent,24.5781
8.5152,0.03269,23.3996,10.971,Excellent,23.9343
5.5988,0.02342,23.3435,12.1666,Excellent,26.6649
6.7258,0.03067,18.6315,10.5651,Excellent,18.3366
7.9823,0.01985,23.4636,12.309,Excellent,29.9858
5.7706,0.02522,20.4361,8.452,Good,16.601
5.7809,0.04459,25.5246,17.3545,Excellent,15.2814
7.0332,0.04033,18.1755,15.208,Excellent,20.033
5.8977,0.04494,21.1337,8.6718,Excellent,21.7122
7.2205,0.02381,23.6877,18.8099,Excellent,33.0842
7.821,0.02209,24.354,10.3985,Excellent,38.021
5.7515,0.02649,28.296,9.636,Excellent,20.5863
8.2667,0.04232,18.0617,12.4868,Excellent,32.1667
5.5474,0.03715,24.9455,15.5262,Excellent,31.7114
7.8019,0.03723,30.3068,14.3192,Excellent,27.5885
8.9389,0.04272,23.7752,12.5846,Excellent,16.3472
7.545,0.04215,25.5712,19.7034,Excellent,17.3074
7.4413,0.02205,30.6143,9.6222,Excellent,28.2755
7.5305,0.04082,18.9175,9.2885,Excellent,25.0601
6.9978,0.02412,25.6094,18.7322,Excellent,17.1453
8.8365,0.03203,25.9935,12.0992,Excellent,31.8608
5.9772,0.04255,20.0796,11.1522,Excellent,39.711
6.1378,0.02568,24.2981,9.7922,Excellent,30.4894
7.9113,0.04407,29.8372,5.7461,Good,32.4516
6.8327,0.01979,18.5558,16.4555,Excellent,16.3087
6.1765,0.03199,23.1018,19.773,Excellent,15.529
7.6954,0.04066,24.6982,12.8254,Excellent,17.5396
6.3452,0.03848,26.0332,17.5922,Excellent,19.8268
8.1342,0.01578,25.4793,10.9633,Excellent,31.8106
7.4713,0.03313,21.9172,5.321,Fair,15.7057
6.3051,0.03607,26.2373,15.2774,Excellent,18.4679
8.4068,0.04229,27.0734,12.4767,Excellent,19.0394
6.7889,0.04214,25.4503,19.4632,Excellent,27.4504
6.1137,0.01588,19.7595,7.5166,Good,37.1489
7.5527,0.03165,20.2683,12.6147,Excellent,16.9429
6.9139,0.01664,21.8932,14.4332,Excellent,17.8533
7.1683,0.03124,29.3224,18.8586,Excellent,23.0032
7.1262,0.02312,19.7115,17.8884,Excellent,22.994
6.7819,0.03636,27.6316,14.4852,Excellent,23.0534
8.9901,0.03522,26.3895,18.1488,Excellent,22.6507
7.9593,0.04168,18.9962,14.808,Excellent,15.9057
7.5529,0.01893,22.3419,14.7315,Excellent,32.6496
7.1441,0.04099,29.3032,15.4386,Excellent,20.9231
7.0956,0.04411,21.0704,6.9842,Good,38.5197
7.6012,0.02199,30.5372,14.3508,Excellent,35.3744
8.1414,0.04107,19.4559,5.3559,Fair,38.5476
6.9151,0.01971,23.1847,14.0248,Excellent,26.7893
7.7255,0.03748,19.3928,13.8374,Excellent,35.9979
6.2386,0.02516,26.5787,17.3627,Excellent,15.4468
6.7013,0.02796,24.4075,15.9646,Excellent,34.4375
8.3094,0.0291,26.9944,10.8645,Excellent,20.6705
8.0816,0.02429,18.3485,14.3434,Excellent,34.0291
5.7419,0.01587,24.3544,11.1609,Excellent,21.9603
8.4051,0.03961,28.9178,11.9511,Excellent,22.0189
5.98,0.04298,26.9524,9.6748,Excellent,30.5799
8.4259,0.04256,26.2503,17.3534,Excellent,17.7134
5.9927,0.03241,18.9862,13.7788,Excellent,30.0188
8.9547,0.01947,22.5189,19.6574,Excellent,31.0796
8.8369,0.03836,25.2521,8.8478,Excellent,30.1861
6.8759,0.01656,30.4435,13.1409,Excellent,29.403
6.937,0.03716,20.9355,9.6629,Excellent,24.8501
6.6314,0.03385,22.8321,14.9134,Excellent,27.666
6.2274,0.03839,25.7828,16.2716,Excellent,39.5075
6.2514,0.03145,27.8316,9.0223,Excellent,37.6532
6.718,0.03541,30.9786,10.7102,Excellent,19.0193
7.1275,0.04077,27.3719,14.2091,Excellent,35.8389
5.9838,0.04111,18.386,17.6251,Excellent,16.5088
6.2143,0.03628,28.2355,14.7491,Excellent,26.1868
8.8212,0.04268,26.1232,5.2393,Fair,20.6447
8.7415,0.03179,27.1718,13.1228,Excellent,39.1998
8.8665,0.02002,24.1994,5.5293,Good,18.1323
6.3743,0.02693,23.5509,14.2441,Excellent,21.4765
7.5308,0.01616,26.4538,9.0259,Excellent,33.8116
5.9352,0.02661,26.4238,9.8082,Excellent,30.7714
6.9048,0.0157,28.2685,6.2095,Good,30.2718
8.5548,0.0287,24.5042,12.2384,Excellent,24.7403
6.162,0.03544,25.7506,14.9412,Excellent,33.7207
6.5827,0.02132,25.8305,7.9844,Good,29.1713
8.7349,0.04208,23.8801,12.2139,Excellent,16.3649
8.2451,0.04303,28.4566,8.8672,Excellent,27.051
8.9312,0.0353,18.736,6.9959,Good,19.7268
7.3591,0.02388,26.866,15.0428,Excellent,17.3276
8.323,0.0431,21.8438,13.4244,Excellent,30.1847
7.6629,0.01632,30.5581,12.3825,Excellent,35.4092
6.707,0.02279,22.6832,9.0278,Excellent,29.3521
7.1728,0.02875,24.2265,8.8809,Excellent,16.7247
8.2394,0.01638,27.5218,19.218,Excellent,31.6785
7.971,0.03378,27.7471,7.0895,Good,28.1523
8.504,0.02679,27.7275,5.8774,Good,17.6058
7.0205,0.0231,29.7076,13.2262,Excellent,25.2245
8.0328,0.01907,30.2986,15.0421,Excellent,23.7473
7.7094,0.02881,29.2515,6.9191,Good,31.8701
6.1787,0.03594,24.887,13.7588,Excellent,23.1896
6.5013,0.04112,18.9222,8.4816,Good,25.3836
5.9879,0.04359,22.5887,19.2412,Excellent,22.6867
6.1514,0.03817,22.1999,16.4617,Excellent,39.4941
8.1625,0.04061,18.0415,16.3756,Excellent,23.4587
7.9771,0.04374,19.2066,10.6885,Excellent,36.9797
7.3853,0.04314,21.7916,6.1861,Good,36.3263
6.3358,0.02241,30.8648,10.3618,Excellent,26.9842
7.1836,0.04174,30.1899,8.945,Excellent,16.5494
6.9322,0.02642,25.5898,6.3993,Good,27.9746
6.7976,0.02068,26.327,19.0921,Excellent,31.5076
7.6604,0.03884,20.6052,19.0439,Excellent,26.9482
8.0924,0.03163,22.4736,17.9461,Excellent,21.3938
6.7304,0.01671,28.4959,6.2073,Good,39.3923
5.628,0.04101,25.5174,12.1982,Excellent,25.1731
6.0452,0.03605,28.018,19.5814,Excellent,29.9941
8.8088,0.04038,20.7101,16.5101,Excellent,37.2496
8.126,0.02409,18.0382,13.345,Excellent,20.0615
6.0849,0.02142,24.3099,17.5773,Excellent,17.4986
7.2982,0.01854,18.1542,6.0901,Good,16.4274
8.5628,0.03824,20.8521,5.4395,Fair,17.5661
8.4903,0.02147,30.5753,8.0833,Good,17.4906
5.694,0.02627,19.8415,7.5324,Good,22.9568
7.0823,0.01738,23.1792,18.5282,Excellent,30.2826
6.4536,0.03244,25.0123,17.1328,Excellent,24.3893
7.2654,0.04351,25.9281,10.0614,Excellent,20.3164
6.3629,0.03895,18.7505,18.2843,Excellent,28.6247
7.9407,0.0161,29.056,12.6794,Excellent,27.2975
7.1299,0.03283,20.5865,18.258,Excellent,32.5516
7.3237,0.03194,19.8866,5.8965,Good,33.1616
5.7427,0.03448,30.61,13.7415,Excellent,18.8184
7.8885,0.03973,27.657,14.1461,Excellent,16.3207
6.1964,0.02135,18.8183,10.0198,Excellent,19.9785
7.0879,0.04156,30.4019,11.9896,Excellent,20.6496
6.5649,0.02231,22.5678,15.8569,Excellent,23.0349
8.4333,0.03186,24.9035,6.0558,Good,20.7398
5.9016,0.0251,30.1304,9.4051,Excellent,34.2461
6.7718,0.02367,21.3954,15.6417,Excellent,20.3872
6.3161,0.03703,26.0843,9.0083,Excellent,25.4168
5.8835,0.03305,25.735,5.6644,Good,16.6958
6.8927,0.0203,26.6569,5.1515,Fair,27.3979
6.3537,0.02759,24.8113,16.057,Excellent,25.873
8.3937,0.03321,30.0582,18.9646,Excellent,32.119
7.4126,0.03892,21.2124,5.5645,Good,33.3506
7.3274,0.02529,23.6269,8.9851,Excellent,39.2353
5.7655,0.01978,19.7659,14.5738,Excellent,17.0104
8.0769,0.03401,29.3928,19.3145,Excellent,27.3232
6.5539,0.04144,29.8331,5.2761,Fair,29.0674
6.6329,0.03002,20.5499,16.1729,Excellent,19.0964
7.7009,0.02318,29.6007,10.9237,Excellent,27.8506
8.9042,0.01771,26.9262,16.6093,Excellent,17.8463
6.88,0.04104,24.7145,14.7265,Excellent,36.0902
6.3073,0.03046,27.3228,16.1483,Excellent,29.5501
7.5404,0.02399,25.3989,8.6104,Excellent,15.397
6.8772,0.0318,28.797,6.392,Good,15.5793
7.9523,0.04465,27.6228,18.5017,Excellent,27.5422
8.6815,0.04048,18.856,19.4204,Excellent,23.3101
7.8954,0.03876,25.4563,13.7816,Excellent,24.0637
7.0739,0.0324,20.4142,12.1503,Excellent,33.9408
8.3194,0.01824,28.8378,16.8975,Excellent,35.6518
5.539,0.03996,23.1463,14.6906,Excellent,22.4876
8.0454,0.0422,21.6191,16.6588,Excellent,26.1504
7.4732,0.02131,22.6277,13.4432,Excellent,28.3828
6.6662,0.03141,19.2257,18.0807,Excellent,24.4434
6.3642,0.03898,30.6027,15.8973,Excellent,32.8297
5.9106,0.01544,24.9096,10.1379,Excellent,39.4109
5.8987,0.03139,23.2454,13.9519,Excellent,24.0055
7.9381,0.03938,18.9315,7.4876,Good,31.0335
7.5279,0.04355,18.3083,17.6958,Excellent,35.7134
7.427,0.01517,22.065,10.9861,Excellent,39.7558
6.2313,0.02942,18.0451,14.7019,Excellent,24.2271
7.2968,0.01504,22.5034,5.428,Fair,39.7319
8.1021,0.03924,24.4249,12.7639,Excellent,32.589
5.656,0.04348,28.0878,9.6207,Excellent,30.6182
7.7935,0.02302,27.7232,8.5882,Excellent,21.3333
7.8634,0.01793,18.4442,13.337,Excellent,15.3159
7.3429,0.0402,30.8493,11.0391,Excellent,29.1488
7.7547,0.02934,27.8732,10.8898,Excellent,38.095
7.6326,0.01962,26.4779,7.2442,Good,24.5523
8.9238,0.04187,18.5625,18.7824,Excellent,36.5504
6.0921,0.03074,26.0479,15.9559,Excellent,29.7235
7.6804,0.02769,26.1612,11.121,Excellent,37.9252
6.5281,0.04054,29.168,13.2438,Excellent,17.6783
