pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
8.4755,0.03445,28.7428,22.0285,High,High,High,Low,ON,OFF
8.7944,0.03057,24.6028,17.5257,Low,High,Low,High,OFF,ON
7.2077,0.04063,27.5839,24.4632,High,High,High,Low,ON,OFF
5.5558,0.04445,18.4202,35.4877,Low,High,Low,Low,ON,ON
7.1385,0.04141,23.8805,27.7758,High,High,Low,Low,ON,ON
5.6356,0.02056,24.2017,16.7818,Low,High,Low,High,OFF,ON
6.7753,0.03393,18.7658,36.2042,High,High,Low,Low,ON,ON
8.5064,0.03853,21.2475,32.3351,Low,High,Low,Low,ON,ON
5.5884,0.01788,30.2143,33.5184,Low,High,High,Low,ON,OFF
8.9891,0.02261,22.3162,32.6384,Low,High,Low,Low,ON,ON
8.978,0.04468,28.1616,39.6516,Low,High,High,Low,ON,OFF
7.4196,0.02447,30.256,15.7657,High,High,High,High,OFF,OFF
6.7651,0.01696,25.8832,39.8959,High,High,Low,Low,ON,ON
6.9448,0.02871,26.8641,33.4881,High,High,High,Low,ON,OFF
7.4695,0.02026,21.7614,27.7968,High,High,Low,Low,ON,ON
5.8011,0.03849,25.7528,29.2243,Low,High,Low,Low,ON,ON
8.3714,0.03321,22.4584,29.2401,High,High,Low,Low,ON,ON
7.115,0.04434,27.5308,39.0599,High,High,High,Low,ON,OFF
7.4838,0.01719,22.9925,28.5497,High,High,Low,Low,ON,ON
6.6832,0.02446,19.8608,29.4504,High,High,Low,Low,ON,ON
6.3266,0.01895,24.7842,34.8626,Low,High,Low,Low,ON,ON
7.2981,0.03238,28.5466,28.3128,High,High,High,Low,ON,OFF
8.4881,0.0437,28.5272,24.6938,High,High,High,Low,ON,OFF
8.2567,0.04018,20.0615,21.7429,High,High,Low,Low,ON,ON
7.3863,0.01533,24.562,18.9892,High,High,Low,High,OFF,ON
6.8941,0.01607,26.5431,17.9808,High,High,High,High,OFF,OFF
6.4461,0.01906,18.8192,34.7062,Low,High,Low,Low,ON,ON
5.5346,0.0343,20.8285,28.9132,Low,High,Low,Low,ON,ON
7.21,0.03258,29.1618,32.8668,High,High,High,Low,ON,OFF
7.4833,0.02479,24.4108,19.2886,High,High,Low,High,OFF,ON
5.86,0.02097,18.8225,34.8847,Low,High,Low,Low,ON,ON
8.4875,0.02259,20.4612,25.4102,High,High,Low,Low,ON,ON
6.7342,0.041,19.2733,21.3515,High,High,Low,Low,ON,ON
8.2341,0.02025,19.1165,33.3158,High,High,Low,Low,ON,ON
6.6723,0.03272,26.3339,37.806,High,High,High,Low,ON,OFF
6.0466,0.04419,29.2196,20.2313,Low,High,High,Low,ON,OFF
8.8385,0.04225,26.8444,33.6588,Low,High,High,Low,ON,OFF
6.8153,0.04166,18.3189,26.8256,High,High,Low,Low,ON,ON
6.1495,0.01892,29.0268,27.7184,Low,High,High,Low,ON,OFF
6.1298,0.01889,29.6911,31.634,Low,High,High,Low,ON,OFF
7.6364,0.0151,25.9591,23.2199,High,High,Low,Low,ON,ON
8.1047,0.02816,18.1485,22.7754,High,High,Low,Low,ON,ON
6.6209,0.03303,18.4434,27.0875,High,High,Low,Low,ON,ON
6.6807,0.02101,26.7785,26.8005,High,High,High,Low,ON,OFF
6.3746,0.03859,22.7594,26.6771,Low,High,Low,Low,ON,ON
5.5789,0.03798,29.6414,15.8437,Low,High,High,High,OFF,OFF
6.5391,0.04333,30.7352,20.2696,High,High,High,Low,ON,OFF
5.9917,0.03299,23.4853,22.4494,Low,High,Low,Low,ON,ON
8.4704,0.02933,25.5645,30.4217,High,High,Low,Low,ON,ON
8.9937,0.0179,25.1832,31.5581,Low,High,Low,Low,ON,ON
5.9845,0.03998,25.5269,19.8555,Low,High,Low,High,OFF,ON
5.7832,0.0345,27.0128,24.4352,Low,High,High,Low,ON,OFF
6.0632,0.04304,29.1298,29.4681,Low,High,High,Low,ON,OFF
6.8112,0.03271,22.3284,24.3402,High,High,Low,Low,ON,ON
5.854,0.03136,21.7519,36.2267,Low,High,Low,Low,ON,ON
7.6436,0.02207,21.7562,38.7291,High,High,Low,Low,ON,ON
6.1039,0.03898,24.7083,26.275,Low,High,Low,Low,ON,ON
7.1329,0.04014,30.2319,27.6468,High,High,High,Low,ON,OFF
7.7134,0.02798,20.0459,30.872,High,High,Low,Low,ON,ON
8.432,0.02148,20.9687,20.6507,High,High,Low,Low,ON,ON
8.3354,0.03722,28.1874,36.3198,High,High,High,Low,ON,OFF
5.666,0.03664,25.8908,19.8957,Low,High,Low,High,OFF,ON
7.3531,0.03661,21.4397,37.3149,High,High,Low,Low,ON,ON
5.7793,0.03752,21.0524,21.2097,Low,High,Low,Low,ON,ON
7.4148,0.0219,18.1804,36.2893,High,High,Low,Low,ON,ON
6.1983,0.02224,22.3851,24.144,Low,High,Low,Low,ON,ON
6.7282,0.03537,21.8416,31.5268,High,High,Low,Low,ON,ON
6.5929,0.01639,30.5152,32.5806,High,High,High,Low,ON,OFF
6.1203,0.03945,22.4724,39.3094,Low,High,Low,Low,ON,ON
6.6499,0.03928,18.917,39.6336,High,High,Low,Low,ON,ON
8.8391,0.01595,26.3644,26.2733,Low,High,High,Low,ON,OFF
6.6827,0.03026,26.6633,15.6825,High,High,High,High,OFF,OFF
7.2202,0.03644,20.1218,27.917,High,High,Low,Low,ON,ON
8.5499,0.02202,29.2433,33.0124,Low,High,High,Low,ON,OFF
7.7651,0.04354,28.356,31.6841,High,High,High,Low,ON,OFF
6.2005,0.02155,21.6459,37.8988,Low,High,Low,Low,ON,ON
7.6755,0.02842,25.8968,16.6675,High,High,Low,High,OFF,ON
5.9897,0.03414,19.9677,16.9313,Low,High,Low,High,OFF,ON
8.7435,0.024,27.412,38.5009,Low,High,High,Low,ON,OFF
8.5536,0.02488,19.4344,20.0836,Low,High,Low,Low,ON,ON
6.3705,0.01989,24.4681,27.9541,Low,High,Low,Low,ON,ON
5.768,0.01626,27.5876,30.0356,Low,High,High,Low,ON,OFF
7.9041,0.04384,18.9918,35.0357,High,High,Low,Low,ON,ON
6.8942,0.02107,24.3598,34.5058,High,High,Low,Low,ON,ON
6.6361,0.0327,27.9053,21.3976,High,High,High,Low,ON,OFF
8.8348,0.04227,20.349,26.1482,Low,High,Low,Low,ON,ON
8.0001,0.03041,28.4992,30.6312,High,High,High,Low,ON,OFF
8.183,0.02892,23.7434,20.4842,High,High,Low,Low,ON,ON
6.0919,0.0434,28.1015,36.7241,Low,High,High,Low,ON,OFF
8.4379,0.02208,21.1404,32.9694,High,High,Low,Low,ON,ON
7.6107,0.04044,20.948,36.9592,High,High,Low,Low,ON,ON
7.6671,0.02937,23.1596,17.9412,High,High,Low,High,OFF,ON
7.1384,0.04104,20.2714,28.4966,High,High,Low,Low,ON,ON
5.9014,0.04142,18.1492,35.9221,Low,High,Low,Low,ON,ON
8.3065,0.03983,25.5532,29.7531,High,High,Low,Low,ON,ON
5.5906,0.01592,19.595,22.4163,Low,High,Low,Low,ON,ON
6.0293,0.02556,21.8481,33.1885,Low,High,Low,Low,ON,ON
5.8877,0.01943,19.0825,15.3137,Low,High,Low,High,OFF,ON
7.8281,0.02997,27.9169,23.9831,High,High,High,Low,ON,OFF
7.3769,0.03389,23.3924,31.3701,High,High,Low,Low,ON,ON
7.3916,0.04425,28.0941,35.8625,High,High,High,Low,ON,OFF
7.3522,0.01936,23.5653,30.4182,High,High,Low,Low,ON,ON
6.0526,0.01781,30.2903,20.5058,Low,High,High,Low,ON,OFF
8.0569,0.03217,18.2474,21.3456,High,High,Low,Low,ON,ON
7.2902,0.02335,30.62,30.0796,High,High,High,Low,ON,OFF
8.8358,0.03444,26.2853,31.2519,Low,High,High,Low,ON,OFF
8.2255,0.01808,23.3329,18.8669,High,High,Low,High,OFF,ON
8.5246,0.02762,22.4938,38.0837,Low,High,Low,Low,ON,ON
6.3495,0.04453,19.7355,34.0202,Low,High,Low,Low,ON,ON
7.5022,0.03732,26.2542,30.3275,High,High,High,Low,ON,OFF
5.7518,0.02794,26.3817,35.7098,Low,High,High,Low,ON,OFF
7.6525,0.01933,19.4279,17.7067,High,High,Low,High,OFF,ON
7.7608,0.02765,19.0136,25.3343,High,High,Low,Low,ON,ON
5.6897,0.0222,24.9257,39.1727,Low,High,Low,Low,ON,ON
8.2017,0.01584,20.3911,16.6423,High,High,Low,High,OFF,ON
8.048,0.04188,23.1911,32.1579,High,High,Low,Low,ON,ON
8.3054,0.03335,27.4672,25.4711,High,High,High,Low,ON,OFF
7.9474,0.02916,27.946,16.3741,High,High,High,High,OFF,OFF
7.9972,0.03203,18.7768,22.1829,High,High,Low,Low,ON,ON
7.242,0.02945,26.3662,28.323,High,High,High,Low,ON,OFF
6.4413,0.0232,22.4646,27.7366,Low,High,Low,Low,ON,ON
5.6516,0.0156,25.6889,35.5481,Low,High,Low,Low,ON,ON
8.0028,0.01632,21.8935,26.5743,High,High,Low,Low,ON,ON
8.8186,0.03692,27.4906,24.9306,Low,High,High,Low,ON,OFF
6.5398,0.01833,30.5235,39.7126,High,High,High,Low,ON,OFF
8.7305,0.01532,24.7719,32.0587,Low,High,Low,Low,ON,ON
7.335,0.04315,21.7715,25.855,High,High,Low,Low,ON,ON
7.7222,0.04159,21.6064,17.1595,High,High,Low,High,OFF,ON
5.5724,0.0209,22.7982,29.5743,Low,High,Low,Low,ON,ON
8.3546,0.02638,21.6169,28.6079,High,High,Low,Low,ON,ON
6.6637,0.01807,18.34,19.5464,High,High,Low,High,OFF,ON
6.5075,0.03067,29.5438,26.9553,High,High,High,Low,ON,OFF
7.9259,0.03032,19.7424,28.5992,High,High,Low,Low,ON,ON
7.5787,0.02412,18.6083,22.2592,High,High,Low,Low,ON,ON
5.6972,0.01932,28.1742,33.1879,Low,High,High,Low,ON,OFF
7.7018,0.02756,30.0598,29.3043,High,High,High,Low,ON,OFF
7.0301,0.03512,25.5768,30.2381,High,High,Low,Low,ON,ON
6.6957,0.04184,29.1528,37.4125,High,High,High,Low,ON,OFF
6.1792,0.04095,26.8173,22.7312,Low,High,High,Low,ON,OFF
8.0624,0.02932,27.223,28.9703,High,High,High,Low,ON,OFF
6.5698,0.01648,23.2049,32.9969,High,High,Low,Low,ON,ON
6.278,0.01853,18.5563,38.7626,Low,High,Low,Low,ON,ON
8.7732,0.0448,19.9134,23.6498,Low,High,Low,Low,ON,ON
6.4611,0.0283,25.7004,24.7014,Low,High,Low,Low,ON,ON
7.5717,0.02593,26.894,15.4572,High,High,High,High,OFF,OFF
7.616,0.0409,20.7773,26.261,High,High,Low,Low,ON,ON
8.7845,0.03202,23.6845,16.0043,Low,High,Low,High,OFF,ON
5.7506,0.04102,28.3629,28.017,Low,High,High,Low,ON,OFF
6.2457,0.0332,18.9611,22.2011,Low,High,Low,Low,ON,ON
6.4897,0.03076,29.5242,34.2175,Low,High,High,Low,ON,OFF
7.6998,0.04146,24.0907,18.6314,High,High,Low,High,OFF,ON
8.2693,0.02363,25.7718,34.9344,High,High,Low,Low,ON,ON
7.6059,0.03926,21.6963,33.8645,High,High,Low,Low,ON,ON
6.3775,0.03654,24.7618,33.5005,Low,High,Low,Low,ON,ON
8.2399,0.03881,28.9478,21.9218,High,High,High,Low,ON,OFF
7.0735,0.02442,21.0372,23.4733,High,High,Low,Low,ON,ON
8.7723,0.01878,22.1469,30.577,Low,High,Low,Low,ON,ON
5.9422,0.01585,24.1797,23.1974,Low,High,Low,Low,ON,ON
6.8496,0.04005,27.5799,27.4522,High,High,High,Low,ON,OFF
8.3878,0.04062,27.1432,34.2283,High,High,High,Low,ON,OFF
8.7954,0.03326,18.4556,20.8142,Low,High,Low,Low,ON,ON
8.2409,0.01915,28.0036,39.626,High,High,High,Low,ON,OFF
5.6207,0.03607,28.6888,31.1166,Low,High,High,Low,ON,OFF
6.6668,0.03746,27.3359,21.8996,High,High,High,Low,ON,OFF
6.6842,0.01527,25.2913,26.203,High,High,Low,Low,ON,ON
7.0045,0.02942,20.2799,16.9607,High,High,Low,High,OFF,ON
6.8173,0.01521,27.0606,25.7869,High,High,High,Low,ON,OFF
7.0976,0.03636,18.8846,16.9803,High,High,Low,High,OFF,ON
7.5087,0.01753,19.3112,35.167,High,High,Low,Low,ON,ON
8.5297,0.02205,18.3578,16.8614,Low,High,Low,High,OFF,ON
6.6261,0.03751,21.6342,33.8994,High,High,Low,Low,ON,ON
8.2605,0.03979,27.3255,38.0891,High,High,High,Low,ON,OFF
8.6702,0.02723,26.6724,37.9938,Low,High,High,Low,ON,OFF
8.589,0.01763,29.46,17.2464,Low,High,High,High,OFF,OFF
8.9875,0.031,28.3456,26.4721,Low,High,High,Low,ON,OFF
8.6032,0.04262,22.3334,22.5917,Low,High,Low,Low,ON,ON
6.6818,0.03572,24.5273,23.4333,High,High,Low,Low,ON,ON
7.3201,0.03578,22.3671,27.5503,High,High,Low,Low,ON,ON
6.8574,0.01971,20.3683,15.5329,High,High,Low,High,OFF,ON
8.9634,0.04356,28.8807,23.0938,Low,High,High,Low,ON,OFF
6.5243,0.044,23.9471,27.2895,High,High,Low,Low,ON,ON
8.8279,0.02339,19.8073,29.5049,Low,High,Low,Low,ON,ON
8.429,0.02658,29.7234,38.5288,High,High,High,Low,ON,OFF
6.7566,0.0376,26.5933,35.9466,High,High,High,Low,ON,OFF
8.3977,0.01725,23.3281,36.6768,High,High,Low,Low,ON,ON
8.1778,0.0424,20.8276,34.9434,High,High,Low,Low,ON,ON
8.5944,0.02727,30.5372,18.6967,Low,High,High,High,OFF,OFF
5.7287,0.0425,28.4816,34.9233,Low,High,High,Low,ON,OFF
7.0577,0.03398,21.5593,25.8593,High,High,Low,Low,ON,ON
8.9966,0.03792,24.5701,24.7759,Low,High,Low,Low,ON,ON
7.7273,0.03774,26.749,16.4468,High,High,High,High,OFF,OFF
6.2282,0.03809,30.4593,32.2108,Low,High,High,Low,ON,OFF
6.4913,0.03426,26.3509,36.5769,Low,High,High,Low,ON,OFF
6.8409,0.0255,19.9412,36.0928,High,High,Low,Low,ON,ON
8.7848,0.02463,26.0033,16.0948,Low,High,High,High,OFF,OFF
7.8677,0.02841,19.1881,29.3469,High,High,Low,Low,ON,ON
6.5587,0.01809,22.2133,38.5964,High,High,Low,Low,ON,ON
7.8923,0.0291,20.3549,22.3596,High,High,Low,Low,ON,ON
7.9857,0.03441,28.2392,35.0886,High,High,High,Low,ON,OFF
7.0746,0.03127,24.0695,36.4088,High,High,Low,Low,ON,ON
7.6121,0.0225,28.8241,26.2069,High,High,High,Low,ON,OFF
7.3645,0.03503,23.5561,23.4175,High,High,Low,Low,ON,ON
7.1008,0.01547,24.3189,15.1859,High,High,Low,High,OFF,ON
5.8719,0.043,20.3442,34.7762,Low,High,Low,Low,ON,ON
6.093,0.04438,25.9069,31.8204,Low,High,Low,Low,ON,ON
8.7708,0.03707,20.6059,27.8017,Low,High,Low,Low,ON,ON
7.1447,0.04466,27.1084,31.624,High,High,High,Low,ON,OFF
7.9919,0.04042,28.9506,28.263,High,High,High,Low,ON,OFF
5.6124,0.02122,29.3311,34.4179,Low,High,High,Low,ON,OFF
6.7836,0.02375,22.1532,34.3608,High,High,Low,Low,ON,ON
8.3893,0.04208,18.3754,22.0202,High,High,Low,Low,ON,ON
5.5632,0.03103,28.9772,36.5708,Low,High,High,Low,ON,OFF
6.8773,0.03323,24.5538,23.793,High,High,Low,Low,ON,ON
8.799,0.02327,24.7286,24.3954,Low,High,Low,Low,ON,ON
6.7813,0.01723,28.1124,22.7801,High,High,High,Low,ON,OFF
6.542,0.02112,30.3597,23.4512,High,High,High,Low,ON,OFF
8.2743,0.0253,30.9815,16.2873,High,High,High,High,OFF,OFF
7.6942,0.02936,18.8641,27.2326,High,High,Low,Low,ON,ON
7.3313,0.02256,25.2759,16.2895,High,High,Low,High,OFF,ON
7.4526,0.04169,22.0048,29.085,High,High,Low,Low,ON,ON
5.8127,0.01775,30.9892,15.2764,Low,High,High,High,OFF,OFF
6.2022,0.03539,20.7347,24.4418,Low,High,Low,Low,ON,ON
6.3288,0.04286,27.0558,18.7032,Low,High,High,High,OFF,OFF
5.6531,0.03433,24.6461,38.2557,Low,High,Low,Low,ON,ON
7.7967,0.03731,21.3606,26.391,High,High,Low,Low,ON,ON
6.1535,0.02917,29.5509,26.4775,Low,High,High,Low,ON,OFF
8.9146,0.04247,23.7744,27.274,Low,High,Low,Low,ON,ON
8.8329,0.02808,18.9035,20.1364,Low,High,Low,Low,ON,ON
7.44,0.01691,21.2292,19.1649,High,High,Low,High,OFF,ON
7.687,0.0353,26.5628,16.9671,High,High,High,High,OFF,OFF
7.9149,0.01622,28.6817,19.7983,High,High,High,High,OFF,OFF
8.0251,0.02878,23.3878,22.6805,High,High,Low,Low,ON,ON
8.5098,0.03151,28.7008,35.3019,Low,High,High,Low,ON,OFF
7.2301,0.01959,26.1217,35.1053,High,High,High,Low,ON,OFF
8.1966,0.01731,30.5199,27.2597,High,High,High,Low,ON,OFF
6.1304,0.0217,29.2717,26.6637,Low,High,High,Low,ON,OFF
8.5681,0.02676,22.7217,39.2481,Low,High,Low,Low,ON,ON
8.3409,0.01812,29.4469,36.2905,High,High,High,Low,ON,OFF
8.1886,0.03383,18.1503,17.5326,High,High,Low,High,OFF,ON
6.0637,0.0205,18.7531,16.9162,Low,High,Low,High,OFF,ON
8.93,0.04046,23.1132,24.1665,Low,High,Low,Low,ON,ON
6.8862,0.03316,28.9095,20.0457,High,High,High,Low,ON,OFF
8.8311,0.02367,27.553,22.812,Low,High,High,Low,ON,OFF
8.2095,0.01787,18.4266,25.7095,High,High,Low,Low,ON,ON
5.6316,0.03449,23.8127,18.6262,Low,High,Low,High,OFF,ON
8.096,0.03417,20.6016,30.5661,High,High,Low,Low,ON,ON
8.2128,0.0359,25.737,27.6672,High,High,Low,Low,ON,ON
5.9424,0.03912,22.8127,21.9829,Low,High,Low,Low,ON,ON
8.7072,0.04288,25.0293,15.8284,Low,High,Low,High,OFF,ON
7.9969,0.04307,25.9733,32.8482,High,High,Low,Low,ON,ON
5.7682,0.04374,27.692,24.665,Low,High,High,Low,ON,OFF
8.5422,0.03418,27.0628,20.6348,Low,High,High,Low,ON,OFF
8.624,0.01526,18.6943,29.3319,Low,High,Low,Low,ON,ON
7.3182,0.02649,26.5802,31.1813,High,High,High,Low,ON,OFF
6.1533,0.02611,21.109,30.6354,Low,High,Low,Low,ON,ON
6.3263,0.03249,22.4317,16.9572,Low,High,Low,High,OFF,ON
6.4552,0.04277,25.806,38.2657,Low,High,Low,Low,ON,ON
7.7744,0.02345,18.8057,15.9875,High,High,Low,High,OFF,ON
7.2622,0.04319,27.7415,35.6841,High,High,High,Low,ON,OFF
8.4415,0.04361,21.6817,19.4394,High,High,Low,High,OFF,ON
5.5366,0.02287,30.046,19.6035,Low,High,High,High,OFF,OFF
6.1748,0.01996,24.7069,28.5108,Low,High,Low,Low,ON,ON
8.9122,0.03992,26.879,17.0872,Low,High,High,High,OFF,OFF
8.5852,0.01865,28.3575,35.1028,Low,High,High,Low,ON,OFF
6.2041,0.0382,23.9608,38.1038,Low,High,Low,Low,ON,ON
7.9405,0.02846,29.9713,22.1952,High,High,High,Low,ON,OFF
5.7197,0.04115,21.733,34.617,Low,High,Low,Low,ON,ON
5.6725,0.02498,23.8671,39.9802,Low,High,Low,Low,ON,ON
5.6558,0.03854,29.3413,15.4095,Low,High,High,High,OFF,OFF
5.7241,0.02956,26.3753,37.3898,Low,High,High,Low,ON,OFF
8.5308,0.02334,19.4842,25.781,Low,High,Low,Low,ON,ON
6.6043,0.02123,20.0267,35.7048,High,High,Low,Low,ON,ON
6.1645,0.04334,28.9128,28.4537,Low,High,High,Low,ON,OFF
6.5716,0.01849,22.3064,23.5498,High,High,Low,Low,ON,ON
6.8988,0.04266,19.7711,31.4902,High,High,Low,Low,ON,ON
8.5777,0.04344,20.6325,27.3145,Low,High,Low,Low,ON,ON
7.4642,0.02266,23.8644,37.1257,High,High,Low,Low,ON,ON
8.4334,0.03727,25.0862,19.5782,High,High,Low,High,OFF,ON
6.657,0.01914,21.9691,16.8984,High,High,Low,High,OFF,ON
8.4391,0.02679,26.5884,37.4177,High,High,High,Low,ON,OFF
8.4048,0.02037,25.1899,22.8175,High,High,Low,Low,ON,ON
8.2276,0.03385,29.2849,23.0038,High,High,High,Low,ON,OFF
8.8112,0.02657,29.0538,26.5931,Low,High,High,Low,ON,OFF
8.6263,0.0184,18.3953,36.6051,Low,High,Low,Low,ON,ON
7.4343,0.02584,30.2336,29.5205,High,High,High,Low,ON,OFF
5.8975,0.03462,30.5411,31.504,Low,High,High,Low,ON,OFF
8.4436,0.01993,23.5136,39.1273,High,High,Low,Low,ON,ON
8.7505,0.03817,20.7901,38.03,Low,High,Low,Low,ON,ON
8.0708,0.02456,28.3684,22.4203,High,High,High,Low,ON,OFF
7.6854,0.032,29.2712,32.6583,High,High,High,Low,ON,OFF
8.4595,0.02361,21.7799,21.8096,High,High,Low,Low,ON,ON
7.0737,0.01567,22.9568,19.2301,High,High,Low,High,OFF,ON
6.857,0.0152,29.4534,30.0206,High,High,High,Low,ON,OFF
7.1085,0.03168,23.6414,15.2033,High,High,Low,High,OFF,ON
8.4215,0.02599,26.281,22.2539,High,High,High,Low,ON,OFF
8.4248,0.03734,23.0223,34.8273,High,High,Low,Low,ON,ON
8.5016,0.03368,18.4804,29.581,Low,High,Low,Low,ON,ON
6.2202,0.02128,23.9131,23.7192,Low,High,Low,Low,ON,ON
6.7513,0.02627,18.2155,22.169,High,High,Low,Low,ON,ON
7.2409,0.03878,22.9385,36.8835,High,High,Low,Low,ON,ON
5.6203,0.01772,26.1096,21.1243,Low,High,High,Low,ON,OFF
7.6098,0.03003,29.7322,29.9382,High,High,High,Low,ON,OFF
6.5233,0.03198,27.7231,32.3255,High,High,High,Low,ON,OFF
8.6924,0.0339,25.1204,15.9862,Low,High,Low,High,OFF,ON
7.413,0.03391,23.0909,37.2422,High,High,Low,Low,ON,ON
7.6004,0.03776,30.8109,21.007,High,High,High,Low,ON,OFF
7.548,0.01885,30.8648,25.6374,High,High,High,Low,ON,OFF
5.5839,0.02749,23.5902,32.3971,Low,High,Low,Low,ON,ON
5.6262,0.0444,26.3366,36.3618,Low,High,High,Low,ON,OFF
6.2066,0.02506,30.0624,28.9146,Low,High,High,Low,ON,OFF
5.5041,0.02015,24.9182,32.8007,Low,High,Low,Low,ON,ON
7.0473,0.02032,19.2197,33.3991,High,High,Low,Low,ON,ON
8.767,0.02387,26.3784,25.9286,Low,High,High,Low,ON,OFF
5.9756,0.03744,18.2546,39.1289,Low,High,Low,Low,ON,ON
6.9432,0.01777,29.5192,31.8762,High,High,High,Low,ON,OFF
6.0688,0.03259,18.5247,27.2793,Low,High,Low,Low,ON,ON
7.7606,0.03149,26.7234,25.9638,High,High,High,Low,ON,OFF
6.9993,0.04378,26.5215,34.871,High,High,High,Low,ON,OFF
8.4195,0.02948,23.9666,18.6634,High,High,Low,High,OFF,ON
8.7607,0.04107,22.0222,17.3646,Low,High,Low,High,OFF,ON
5.574,0.0381,30.5597,22.7839,Low,High,High,Low,ON,OFF
7.1616,0.02218,19.3574,39.3134,High,High,Low,Low,ON,ON
8.1327,0.01767,30.0439,33.6161,High,High,High,Low,ON,OFF
5.6685,0.03642,28.4464,21.0496,Low,High,High,Low,ON,OFF
7.0768,0.03353,25.6809,25.8753,High,High,Low,Low,ON,ON
8.8176,0.03742,24.7426,16.0202,Low,High,Low,High,OFF,ON
7.8609,0.01913,20.1579,23.2518,High,High,Low,Low,ON,ON
8.2081,0.0307,26.3392,36.2576,High,High,High,Low,ON,OFF
7.6862,0.03307,21.8985,26.2408,High,High,Low,Low,ON,ON
5.5897,0.01603,26.9575,39.5499,Low,High,High,Low,ON,OFF
7.9505,0.03478,28.0196,37.9495,High,High,High,Low,ON,OFF
5.6514,0.04074,30.5435,39.2266,Low,High,High,Low,ON,OFF
5.6037,0.03787,19.6421,24.95,Low,High,Low,Low,ON,ON
6.1326,0.04055,30.3736,33.9464,Low,High,High,Low,ON,OFF
5.8268,0.03388,21.0049,18.5011,Low,High,Low,High,OFF,ON
8.8635,0.02549,19.2716,26.0886,Low,High,Low,Low,ON,ON
5.7383,0.03863,27.7326,16.38,Low,High,High,High,OFF,OFF
7.7377,0.04172,24.4227,20.6387,High,High,Low,Low,ON,ON
7.9575,0.0433,29.0849,39.9911,High,High,High,Low,ON,OFF
5.5333,0.0326,21.2086,19.4638,Low,High,Low,High,OFF,ON
7.2479,0.02844,18.5384,39.9467,High,High,Low,Low,ON,ON
5.5959,0.03823,22.6576,22.7165,Low,High,Low,Low,ON,ON
7.7902,0.03718,28.0414,26.3007,High,High,High,Low,ON,OFF
8.1967,0.03925,27.8447,26.2822,High,High,High,Low,ON,OFF
8.8666,0.02425,20.9632,36.4098,Low,High,Low,Low,ON,ON
8.3315,0.0306,21.6609,18.2534,High,High,Low,High,OFF,ON
5.7998,0.03319,21.3628,25.6355,Low,High,Low,Low,ON,ON
7.2252,0.02537,30.5308,37.5923,High,High,High,Low,ON,OFF
5.9989,0.02117,27.2547,19.1241,Low,High,High,High,OFF,OFF
8.6973,0.02347,22.8573,24.1356,Low,High,Low,Low,ON,ON
6.4445,0.02497,26.3451,19.1258,Low,High,High,High,OFF,OFF
7.1516,0.03822,19.0447,20.2733,High,High,Low,Low,ON,ON
8.1305,0.03005,19.7628,30.882,High,High,Low,Low,ON,ON
7.1665,0.03698,25.9156,36.386,High,High,Low,Low,ON,ON
7.2686,0.03205,27.6389,38.5226,High,High,High,Low,ON,OFF
7.8695,0.03061,21.6292,18.3459,High,High,Low,High,OFF,ON
7.6662,0.0287,25.9306,30.1569,High,High,Low,Low,ON,ON
5.8522,0.0186,21.9221,22.2462,Low,High,Low,Low,ON,ON
6.1545,0.02278,24.4919,16.9104,Low,High,Low,High,OFF,ON
8.4351,0.02263,23.4992,37.52,High,High,Low,Low,ON,ON
8.0207,0.01716,19.1723,29.6743,High,High,Low,Low,ON,ON
8.2756,0.04041,30.6051,27.7238,High,High,High,Low,ON,OFF
6.6368,0.02949,28.261,39.5295,High,High,High,Low,ON,OFF
8.9415,0.03475,18.9748,38.3516,Low,High,Low,Low,ON,ON
7.0537,0.02006,27.311,23.9261,High,High,High,Low,ON,OFF
5.7311,0.03312,29.4446,15.2525,Low,High,High,High,OFF,OFF
5.7588,0.02737,29.2537,25.1849,Low,High,High,Low,ON,OFF
8.1227,0.01927,27.1802,32.1391,High,High,High,Low,ON,OFF
8.7563,0.03901,30.6436,31.3171,Low,High,High,Low,ON,OFF
8.4476,0.03681,29.0198,15.6962,High,High,High,High,OFF,OFF
6.4338,0.03007,30.0122,20.7041,Low,High,High,Low,ON,OFF
7.8156,0.03514,22.0174,16.8175,High,High,Low,High,OFF,ON
6.0731,0.03118,19.9617,29.3566,Low,High,Low,Low,ON,ON
6.3951,0.02031,22.3257,20.6809,Low,High,Low,Low,ON,ON
8.4104,0.03855,24.7983,32.8601,High,High,Low,Low,ON,ON
8.6751,0.02328,22.7999,19.5646,Low,High,Low,High,OFF,ON
5.9367,0.02074,30.6352,30.776,Low,High,High,Low,ON,OFF
7.9543,0.02038,25.0121,16.3914,High,High,Low,High,OFF,ON
8.0853,0.03975,21.2508,15.5031,High,High,Low,High,OFF,ON
6.4362,0.02818,19.6623,22.4728,Low,High,Low,Low,ON,ON
6.8343,0.03214,28.1757,36.1564,High,High,High,Low,ON,OFF
7.649,0.01939,22.2269,26.1782,High,High,Low,Low,ON,ON
7.9372,0.02168,29.4242,29.6926,High,High,High,Low,ON,OFF
7.4549,0.0202,27.6893,17.8963,High,High,High,High,OFF,OFF
7.8239,0.04494,21.2241,36.0912,High,High,Low,Low,ON,ON
